GOBPID	Pvalue	OddsRatio	ExpCount	Count	Size	Term
GO:0046373	0.00667799902865507	Inf	0.00667799902865469	1	1	L-arabinose metabolic process
GO:0021683	0.00667799902865507	Inf	0.00667799902865469	1	1	cerebellar granular layer morphogenesis
GO:0046125	0.00667799902865507	Inf	0.00667799902865469	1	1	pyrimidine deoxyribonucleoside metabolic process
GO:0019751	0.00670910255900805	8.52377622377622	0.387323943661972	3	58	polyol metabolic process
GO:0008152	0.00747406722140649	3.12670391061453	23.0451622332651	30	4505	metabolic process
GO:0006739	0.00770268227832586	17.1132075471698	0.133559980573094	2	20	NADP metabolic process
GO:0009084	0.00770268227832586	17.1132075471698	0.133559980573094	2	20	glutamine family amino acid biosynthetic process
GO:0051384	0.0077161599445942	8.07990716180371	0.407357940747936	3	61	response to glucocorticoid
GO:1901615	0.00876122377797052	3.29238712776177	2.36401165614376	7	354	organic hydroxy compound metabolic process
GO:0042476	0.0110000136738948	13.9948542024014	0.160271976687712	2	24	odontogenesis
GO:0022904	0.0110000136738948	13.9948542024014	0.160271976687712	2	24	respiratory electron transport chain
GO:0006536	0.0110000136738948	13.9948542024014	0.160271976687712	2	24	glutamate metabolic process
GO:0044262	0.0128229597712793	4.76622222222222	0.911807580174927	4	139	cellular carbohydrate metabolic process
GO:0046364	0.0129186550698126	12.7701960784314	0.174108772356734	2	27	monosaccharide biosynthetic process
GO:0006116	0.0133122078997446	151.481481481481	0.0133559980573094	1	2	NADH oxidation
GO:0006210	0.0133122078997446	151.481481481481	0.0133559980573094	1	2	thymine catabolic process
GO:0006212	0.0133122078997446	151.481481481481	0.0133559980573094	1	2	uracil catabolic process
GO:0051160	0.0133122078997446	151.481481481481	0.0133559980573094	1	2	L-xylitol catabolic process
GO:0019483	0.0133122078997446	151.481481481481	0.0133559980573094	1	2	beta-alanine biosynthetic process
GO:0019402	0.0133122078997446	151.481481481481	0.0133559980573094	1	2	galactitol metabolic process
GO:0051771	0.0133122078997446	151.481481481481	0.0133559980573094	1	2	negative regulation of nitric-oxide synthase biosynthetic process
GO:0019568	0.0133122078997446	151.481481481481	0.0133559980573094	1	2	arabinose catabolic process
GO:0019518	0.0133122078997446	151.481481481481	0.0133559980573094	1	2	L-threonine catabolic process to glycine
GO:0009398	0.0133122078997446	151.481481481481	0.0133559980573094	1	2	FMN biosynthetic process
GO:0071285	0.0133122078997446	151.481481481481	0.0133559980573094	1	2	cellular response to lithium ion
GO:0009231	0.0133122078997446	151.481481481481	0.0133559980573094	1	2	riboflavin biosynthetic process
GO:0009609	0.0133122078997446	151.481481481481	0.0133559980573094	1	2	response to symbiotic bacterium
GO:0061098	0.0133122078997446	151.481481481481	0.0133559980573094	1	2	positive regulation of protein tyrosine kinase activity
GO:0046370	0.0133122078997446	151.481481481481	0.0133559980573094	1	2	fructose biosynthetic process
GO:0046121	0.0133122078997446	151.481481481481	0.0133559980573094	1	2	deoxyribonucleoside catabolic process
GO:0050910	0.0133122078997446	151.481481481481	0.0133559980573094	1	2	detection of mechanical stimulus involved in sensory perception of sound
GO:0006062	0.0133122078997446	151.481481481481	0.0133559980573094	1	2	sorbitol catabolic process
GO:0006083	0.0133122078997446	151.481481481481	0.0133559980573094	1	2	acetate metabolic process
GO:0009124	0.0140513217092498	6.40779768177028	0.507527926177756	3	76	nucleoside monophosphate biosynthetic process
GO:0042455	0.0150645929566256	6.23538461538462	0.520883924235066	3	78	ribonucleoside biosynthetic process
GO:0006006	0.0166604361912669	5.99334319526627	0.54091792132103	3	81	glucose metabolic process
GO:1901659	0.0172127180250359	5.91674780915287	0.547595920349684	3	82	glycosyl compound biosynthetic process
GO:0006091	0.0179035593064841	3.55223214285714	1.52926177756192	5	229	generation of precursor metabolites and energy
GO:0008652	0.0180414299964341	5.80918220946915	0.557444741316493	3	85	cellular amino acid biosynthetic process
GO:0051289	0.0191072823896829	10.2528301886792	0.21369596891695	2	32	protein homotetramerization
GO:1901605	0.0192589923009837	4.19727891156463	1.03037667071689	4	160	alpha-amino acid metabolic process
GO:0060088	0.0199029084785051	75.7314814814815	0.0200339970859641	1	3	auditory receptor cell stereocilium organization
GO:0097502	0.0199029084785051	75.7314814814815	0.0200339970859641	1	3	mannosylation
GO:0051770	0.0199029084785051	75.7314814814815	0.0200339970859641	1	3	positive regulation of nitric-oxide synthase biosynthetic process
GO:0006566	0.0199029084785051	75.7314814814815	0.0200339970859641	1	3	threonine metabolic process
GO:0019255	0.0199029084785051	75.7314814814815	0.0200339970859641	1	3	glucose 1-phosphate metabolic process
GO:0019287	0.0199029084785051	75.7314814814815	0.0200339970859641	1	3	isopentenyl diphosphate biosynthetic process, mevalonate pathway
GO:2001295	0.0199029084785051	75.7314814814815	0.0200339970859641	1	3	malonyl-CoA biosynthetic process
GO:0021819	0.0199029084785051	75.7314814814815	0.0200339970859641	1	3	layer formation in cerebral cortex
GO:0050872	0.0199029084785051	75.7314814814815	0.0200339970859641	1	3	white fat cell differentiation
GO:0046490	0.0199029084785051	75.7314814814815	0.0200339970859641	1	3	isopentenyl diphosphate metabolic process
GO:0046135	0.0199029084785051	75.7314814814815	0.0200339970859641	1	3	pyrimidine nucleoside catabolic process
GO:0035269	0.0199029084785051	75.7314814814815	0.0200339970859641	1	3	protein O-linked mannosylation
GO:0044268	0.0199029084785051	75.7314814814815	0.0200339970859641	1	3	multicellular organismal protein metabolic process
GO:0005992	0.0199029084785051	75.7314814814815	0.0200339970859641	1	3	trehalose biosynthetic process
GO:0006011	0.0199029084785051	75.7314814814815	0.0200339970859641	1	3	UDP-glucose metabolic process
GO:0006749	0.020253926465764	9.92087644552648	0.220373967945605	2	33	glutathione metabolic process
GO:0006732	0.020440866296943	5.53221738133456	0.584626665037272	3	92	coenzyme metabolic process
GO:0019362	0.0214287631271304	9.60966981132075	0.227051966974259	2	34	pyridine nucleotide metabolic process
GO:0006633	0.0219991379284599	5.36737400530504	0.601019912578922	3	90	fatty acid biosynthetic process
GO:0006631	0.0224965431343678	5.32519964507542	0.606432604959489	3	95	fatty acid metabolic process
GO:0010035	0.0226205087948264	3.98262596177712	1.08183584264206	4	162	response to inorganic substance
GO:0055114	0.0259789703941126	3.2102364755426	1.68545057080398	5	257	oxidation-reduction process
GO:0009260	0.0261824123763079	5.0061919504644	0.64270099587078	3	98	ribonucleotide biosynthetic process
GO:0019388	0.0264503808498983	50.4814814814815	0.0267119961146187	1	4	galactose catabolic process
GO:0060117	0.0264503808498983	50.4814814814815	0.0267119961146187	1	4	auditory receptor cell development
GO:0006517	0.0264503808498983	50.4814814814815	0.0267119961146187	1	4	protein deglycosylation
GO:0034447	0.0264503808498983	50.4814814814815	0.0267119961146187	1	4	very-low-density lipoprotein particle clearance
GO:0009109	0.0264503808498983	50.4814814814815	0.0267119961146187	1	4	coenzyme catabolic process
GO:0045213	0.0264503808498983	50.4814814814815	0.0267119961146187	1	4	neurotransmitter receptor metabolic process
GO:0045776	0.0264503808498983	50.4814814814815	0.0267119961146187	1	4	negative regulation of blood pressure
GO:0021702	0.0264503808498983	50.4814814814815	0.0267119961146187	1	4	cerebellar Purkinje cell differentiation
GO:0050729	0.0264503808498983	50.4814814814815	0.0267119961146187	1	4	positive regulation of inflammatory response
GO:0021692	0.0264503808498983	50.4814814814815	0.0267119961146187	1	4	cerebellar Purkinje cell layer morphogenesis
GO:0005997	0.0264503808498983	50.4814814814815	0.0267119961146187	1	4	xylulose metabolic process
GO:0006097	0.0264503808498983	50.4814814814815	0.0267119961146187	1	4	glyoxylate cycle
GO:0046394	0.0276343739589641	4.90791632485644	0.656787998032464	3	109	carboxylic acid biosynthetic process
GO:0035215	0.0290469761767733	8.08639523336644	0.267119961146187	2	40	genital disc development
GO:0050808	0.0295287489492339	3.65207478340173	1.17532782904322	4	176	synapse organization
GO:0006796	0.0319707987016251	1.92589045196049	8.36333819241982	14	1299	phosphate-containing compound metabolic process
GO:0006591	0.0323674624982309	38.5707547169811	0.0327868852459016	1	5	ornithine metabolic process
GO:0006059	0.0323713428223193	38.5660377358491	0.0327908671362643	1	5	hexitol metabolic process
GO:0042182	0.0329549033296429	37.8564814814815	0.0333899951432734	1	5	ketone catabolic process
GO:0006681	0.0329549033296429	37.8564814814815	0.0333899951432734	1	5	galactosylceramide metabolic process
GO:0048099	0.0329549033296429	37.8564814814815	0.0333899951432734	1	5	anterior/posterior lineage restriction, imaginal disc
GO:0007220	0.0329549033296429	37.8564814814815	0.0333899951432734	1	5	Notch receptor processing
GO:0021799	0.0329549033296429	37.8564814814815	0.0333899951432734	1	5	cerebral cortex radially oriented cell migration
GO:0050873	0.0329549033296429	37.8564814814815	0.0333899951432734	1	5	brown fat cell differentiation
GO:0021697	0.0329549033296429	37.8564814814815	0.0333899951432734	1	5	cerebellar cortex formation
GO:0022030	0.0329549033296429	37.8564814814815	0.0333899951432734	1	5	telencephalon glial cell migration
GO:0007519	0.0332041251959724	7.49194661757938	0.287153958232152	2	43	skeletal muscle tissue development
GO:0072350	0.0349503917526066	7.27459749552773	0.295261239368165	2	45	tricarboxylic acid metabolic process
GO:0048545	0.0359964967325472	4.3949564586357	0.727901894123361	3	109	response to steroid hormone
GO:0006102	0.0394167524751745	30.2814814814815	0.0400679941719281	1	6	isocitrate metabolic process
GO:0042726	0.0394167524751745	30.2814814814815	0.0400679941719281	1	6	flavin-containing compound metabolic process
GO:0006545	0.0394167524751745	30.2814814814815	0.0400679941719281	1	6	glycine biosynthetic process
GO:0090102	0.0394167524751745	30.2814814814815	0.0400679941719281	1	6	cochlea development
GO:0010039	0.0394167524751745	30.2814814814815	0.0400679941719281	1	6	response to iron ion
GO:0048148	0.0394167524751745	30.2814814814815	0.0400679941719281	1	6	behavioral response to cocaine
GO:0032793	0.0394167524751745	30.2814814814815	0.0400679941719281	1	6	positive regulation of CREB transcription factor activity
GO:0018342	0.0394167524751745	30.2814814814815	0.0400679941719281	1	6	protein prenylation
GO:0044597	0.0394167524751745	30.2814814814815	0.0400679941719281	1	6	daunorubicin metabolic process
GO:0044598	0.0394167524751745	30.2814814814815	0.0400679941719281	1	6	doxorubicin metabolic process
GO:0046164	0.0407907039444876	6.65630114566285	0.321311475409836	2	49	alcohol catabolic process
GO:0006637	0.042163005786793	6.53071055800883	0.32722195240408	2	49	acyl-CoA metabolic process
GO:0005975	0.0425906148395379	4.12446043165468	0.78021978021978	3	142	carbohydrate metabolic process
GO:0034030	0.0458362030965429	25.2314814814815	0.0467459932005828	1	7	ribonucleoside bisphosphate biosynthetic process
GO:0034033	0.0458362030965429	25.2314814814815	0.0467459932005828	1	7	purine nucleoside bisphosphate biosynthetic process
GO:0046068	0.0458362030965429	25.2314814814815	0.0467459932005828	1	7	cGMP metabolic process
GO:0033962	0.0458362030965429	25.2314814814815	0.0467459932005828	1	7	cytoplasmic mRNA processing body assembly
GO:0046395	0.0458425865580496	6.22437137330754	0.342741440667567	2	57	carboxylic acid catabolic process
