GOBPID	Pvalue	OddsRatio	ExpCount	Count	Size	Term
GO:0006552	0.0302535367040332	43.9247311827957	0.0305973773676542	1	4	leucine catabolic process
GO:0045213	0.0302535367040332	43.9247311827957	0.0305973773676542	1	4	neurotransmitter receptor metabolic process
GO:0007252	0.0302535367040332	43.9247311827957	0.0305973773676542	1	4	I-kappaB phosphorylation
GO:1902369	0.0302535367040332	43.9247311827957	0.0305973773676542	1	4	negative regulation of RNA catabolic process
GO:0008302	0.0302535367040332	43.9247311827957	0.0305973773676542	1	4	female germline ring canal formation, actin assembly
GO:1900151	0.0302535367040332	43.9247311827957	0.0305973773676542	1	4	regulation of nuclear-transcribed mRNA catabolic process, deadenylation-dependent decay
GO:0045185	0.030416390102539	4.70174418604651	0.680791646430306	3	89	maintenance of protein location
GO:0002576	0.0307069143751863	7.84860173577628	0.275376396308888	2	36	platelet degranulation
GO:0007015	0.0311220572237105	3.58028830036876	1.19360719494409	4	161	actin filament organization
GO:0007044	0.0339337121788971	7.41074681238616	0.290675084992715	2	38	cell-substrate junction assembly
GO:1902589	0.0350288164988676	1.87454604224897	8.40586232060326	14	1133	single-organism organelle organization
GO:1901069	0.0355947766055704	7.20957022596367	0.298324429334628	2	39	guanosine-containing compound catabolic process
GO:0007315	0.0355947766055704	7.20957022596367	0.298324429334628	2	39	pole plasm assembly
GO:0042438	0.0376750657598696	32.9395161290323	0.0382467217095677	1	5	melanin biosynthetic process
GO:0006729	0.0376750657598696	32.9395161290323	0.0382467217095677	1	5	tetrahydrobiopterin biosynthetic process
GO:0009115	0.0376750657598696	32.9395161290323	0.0382467217095677	1	5	xanthine catabolic process
GO:0048255	0.0376750657598696	32.9395161290323	0.0382467217095677	1	5	mRNA stabilization
GO:0043487	0.0376750657598696	32.9395161290323	0.0382467217095677	1	5	regulation of RNA stability
GO:0018126	0.0376750657598696	32.9395161290323	0.0382467217095677	1	5	protein hydroxylation
GO:0046426	0.0376750657598696	32.9395161290323	0.0382467217095677	1	5	negative regulation of JAK-STAT cascade
GO:0016183	0.0376750657598696	32.9395161290323	0.0382467217095677	1	5	synaptic vesicle coating
GO:0006950	0.0397929029626678	1.74856698579182	11.0380038853813	17	1443	response to stress
GO:0046039	0.0407619092154661	6.66639344262295	0.321272462360369	2	42	GTP metabolic process
GO:0009895	0.0443544738406193	6.34738485558158	0.336571151044196	2	44	negative regulation of catabolic process
GO:0051017	0.0443544738406193	6.34738485558158	0.336571151044196	2	44	actin filament bundle assembly
GO:0051131	0.0450406921548553	26.3483870967742	0.0458960660514813	1	6	chaperone-mediated protein complex assembly
GO:0045429	0.0450406921548553	26.3483870967742	0.0458960660514813	1	6	positive regulation of nitric oxide biosynthetic process
GO:0048208	0.0450406921548553	26.3483870967742	0.0458960660514813	1	6	COPII vesicle coating
GO:0007190	0.0450406921548553	26.3483870967742	0.0458960660514813	1	6	activation of adenylate cyclase activity
GO:0008069	0.0450406921548553	26.3483870967742	0.0458960660514813	1	6	dorsal/ventral axis specification, ovarian follicular epithelium
GO:0070142	0.0450406921548553	26.3483870967742	0.0458960660514813	1	6	synaptic vesicle budding
GO:0033539	0.0450406921548553	26.3483870967742	0.0458960660514813	1	6	fatty acid beta-oxidation using acyl-CoA dehydrogenase
GO:1903706	0.0461934903375996	6.19900876858559	0.34422049538611	2	45	regulation of hemopoiesis
GO:0007293	0.0461934903375996	6.19900876858559	0.34422049538611	2	45	germarium-derived egg chamber formation
GO:0042110	0.0480602958819895	6.05737704918033	0.351869839728023	2	46	T cell activation
GO:0071593	0.0499543728442357	5.92204007285974	0.359519184069937	2	47	lymphocyte aggregation
